WEATHER_DATE,REGION,TEMPERATURE,WEATHER_CONDITION,HUMIDITY,PRECIPITATION
2024-09-18,광주,23.4,흐림,75.4,0.0
2024-09-18,대구,23.5,흐림,36.8,0.0
2024-09-18,대전,20.7,맑음,62.6,0.0
2024-09-18,부산,25.8,맑음,63.9,0.0
2024-09-18,서울,26.4,비,59.3,2.5
2024-09-18,인천,20.7,맑음,62.3,0.0
2024-09-19,경기,26.3,비,75.1,8.9
2024-09-19,광주,24.2,맑음,77.1,0.0
2024-09-19,대구,20.1,맑음,74.3,0.0
2024-09-19,대전,21.5,비,72.6,19.0
2024-09-19,부산,22.4,맑음,89.6,0.0
2024-09-19,서울,22.4,비,43.1,12.8
2024-09-19,인천,22.5,맑음,50.9,0.0
2024-09-20,경기,20.8,비,62.3,9.7
2024-09-20,광주,21.2,비,44.9,25.3
2024-09-20,대구,27.2,흐림,89.5,0.0
2024-09-20,대전,19.3,비,82.0,7.5
2024-09-20,부산,27.9,비,70.8,2.9
2024-09-20,서울,26.1,맑음,64.2,0.0
2024-09-20,인천,20.9,비,64.4,28.6
2024-09-21,경기,24.3,흐림,52.5,0.0
2024-09-21,광주,18.9,비,88.3,19.0
2024-09-21,대구,27.4,비,52.1,28.5
2024-09-21,대전,23.8,흐림,82.1,0.0
2024-09-21,부산,22.0,맑음,75.0,0.0
2024-09-21,서울,22.9,흐림,64.6,0.0
2024-09-21,인천,24.3,맑음,82.8,0.0
2024-09-22,경기,27.7,맑음,79.5,0.0
2024-09-22,광주,18.2,흐림,85.8,0.0
2024-09-22,대구,25.9,흐림,83.6,0.0
2024-09-22,대전,18.5,맑음,67.6,0.0
2024-09-22,부산,23.5,흐림,37.8,0.0
2024-09-22,서울,21.6,비,33.8,16.0
2024-09-22,인천,20.7,흐림,79.7,0.0
2024-09-23,경기,20.0,흐림,71.3,0.0
2024-09-23,광주,25.0,비,44.0,19.7
2024-09-23,대구,21.7,맑음,84.2,0.0
2024-09-23,대전,18.5,맑음,67.5,0.0
2024-09-23,부산,18.9,흐림,51.6,0.0
2024-09-23,서울,22.4,맑음,30.0,0.0
2024-09-23,인천,26.8,맑음,48.1,0.0
2024-09-24,경기,20.3,비,70.8,0.3
2024-09-24,광주,24.4,맑음,70.6,0.0
2024-09-24,대구,26.1,비,36.2,11.0
2024-09-24,대전,19.4,흐림,76.4,0.0
2024-09-24,부산,19.3,비,34.2,11.5
2024-09-24,서울,19.0,비,42.8,2.3
2024-09-24,인천,21.4,비,37.2,25.8
2024-09-25,경기,19.6,비,51.1,6.4
2024-09-25,광주,24.4,흐림,44.9,0.0
2024-09-25,대구,23.9,맑음,53.0,0.0
2024-09-25,대전,21.1,흐림,38.4,0.0
2024-09-25,부산,18.9,맑음,36.0,0.0
2024-09-25,서울,23.3,맑음,30.5,0.0
2024-09-25,인천,19.5,비,54.7,20.6
2024-09-26,경기,18.3,비,80.8,26.3
2024-09-26,광주,27.9,맑음,86.0,0.0
2024-09-26,대구,22.9,맑음,36.8,0.0
2024-09-26,대전,24.4,흐림,34.3,0.0
2024-09-26,부산,21.9,비,68.8,23.5
2024-09-26,서울,24.0,비,66.5,23.4
2024-09-26,인천,23.2,맑음,60.6,0.0
2024-09-27,경기,21.7,흐림,71.0,0.0
2024-09-27,광주,25.7,비,55.4,12.1
2024-09-27,대구,18.4,맑음,33.6,0.0
2024-09-27,대전,23.1,흐림,67.7,0.0
2024-09-27,부산,23.9,맑음,30.8,0.0
2024-09-27,서울,21.9,맑음,80.3,0.0
2024-09-27,인천,27.5,흐림,76.2,0.0
2024-09-28,경기,18.8,흐림,85.3,0.0
2024-09-28,광주,19.2,흐림,66.7,0.0
2024-09-28,대구,25.0,흐림,73.8,0.0
2024-09-28,대전,18.6,맑음,35.2,0.0
2024-09-28,부산,25.6,비,69.0,19.3
2024-09-28,서울,23.4,비,67.0,8.3
2024-09-28,인천,23.4,맑음,53.4,0.0
2024-09-29,경기,19.8,비,30.8,4.1
2024-09-29,광주,21.4,맑음,55.8,0.0
2024-09-29,대구,19.3,흐림,76.9,0.0
2024-09-29,대전,25.3,흐림,37.1,0.0
2024-09-29,부산,23.2,비,79.4,7.8
2024-09-29,서울,21.1,맑음,74.5,0.0
2024-09-29,인천,19.6,맑음,87.2,0.0
2024-09-30,경기,23.0,맑음,60.6,0.0
2024-09-30,광주,18.5,맑음,51.8,0.0
2024-09-30,대구,24.7,비,36.9,22.2
2024-09-30,대전,18.4,맑음,81.8,0.0
2024-09-30,부산,19.6,흐림,76.4,0.0
2024-09-30,서울,18.6,비,72.7,17.3
2024-09-30,인천,23.0,맑음,64.0,0.0
2024-10-01,경기,15.5,맑음,84.8,0.0
2024-10-01,광주,12.2,맑음,60.9,0.0
2024-10-01,대구,18.3,흐림,64.3,0.0
2024-10-01,대전,15.0,맑음,84.1,0.0
2024-10-01,부산,14.2,맑음,73.2,0.0
2024-10-01,서울,11.8,맑음,87.6,0.0
2024-10-01,인천,16.6,추움,43.5,0.0
2024-10-02,경기,18.7,흐림,76.4,0.0
2024-10-02,광주,17.3,맑음,62.8,0.0
2024-10-02,대구,17.4,흐림,44.6,0.0
2024-10-02,대전,15.9,흐림,59.6,0.0
2024-10-02,부산,13.7,맑음,47.5,0.0
2024-10-02,서울,19.5,맑음,34.1,0.0
2024-10-02,인천,13.3,흐림,63.2,0.0
2024-10-03,경기,12.3,맑음,50.8,0.0
2024-10-03,광주,19.7,맑음,38.5,0.0
2024-10-03,대구,17.3,추움,36.2,0.0
2024-10-03,대전,19.8,추움,55.2,0.0
2024-10-03,부산,17.6,맑음,52.6,0.0
2024-10-03,서울,11.5,맑음,85.9,0.0
2024-10-03,인천,18.8,추움,87.1,0.0
2024-10-04,경기,14.1,추움,83.7,0.0
2024-10-04,광주,12.6,흐림,48.9,0.0
2024-10-04,대구,10.7,흐림,64.1,0.0
2024-10-04,대전,16.6,흐림,37.8,0.0
2024-10-04,부산,15.1,맑음,68.2,0.0
2024-10-04,서울,10.9,흐림,85.3,0.0
2024-10-04,인천,19.7,흐림,35.1,0.0
2024-10-05,경기,14.5,흐림,44.0,0.0
2024-10-05,광주,14.6,흐림,81.1,0.0
2024-10-05,대구,13.1,흐림,37.2,0.0
2024-10-05,대전,19.6,흐림,42.5,0.0
2024-10-05,부산,11.6,맑음,39.9,0.0
2024-10-05,서울,17.0,흐림,74.1,0.0
2024-10-05,인천,11.4,맑음,76.2,0.0
2024-10-06,경기,17.0,추움,32.4,0.0
2024-10-06,광주,17.5,추움,45.0,0.0
2024-10-06,대구,12.6,흐림,89.4,0.0
2024-10-06,대전,19.5,맑음,81.3,0.0
2024-10-06,부산,14.0,흐림,32.9,0.0
2024-10-06,서울,11.6,맑음,71.2,0.0
2024-10-06,인천,11.5,흐림,72.7,0.0
2024-10-07,경기,10.1,맑음,79.8,0.0
2024-10-07,광주,14.4,추움,37.7,0.0
2024-10-07,대구,15.8,맑음,45.5,0.0
2024-10-07,대전,10.2,맑음,33.9,0.0
2024-10-07,부산,16.9,흐림,86.3,0.0
2024-10-07,서울,11.0,흐림,77.6,0.0
2024-10-07,인천,11.3,맑음,79.4,0.0
2024-10-08,경기,11.7,맑음,64.4,0.0
2024-10-08,광주,16.5,맑음,59.9,0.0
2024-10-08,대구,12.7,맑음,56.8,0.0
2024-10-08,대전,10.3,맑음,67.2,0.0
2024-10-08,부산,14.3,추움,51.2,0.0
2024-10-08,서울,11.2,흐림,86.5,0.0
2024-10-08,인천,13.9,추움,31.8,0.0
2024-10-09,경기,11.4,흐림,42.0,0.0
2024-10-09,광주,13.9,흐림,40.8,0.0
2024-10-09,대구,13.6,추움,62.7,0.0
2024-10-09,대전,13.4,흐림,63.9,0.0
2024-10-09,부산,17.9,추움,89.4,0.0
2024-10-09,서울,14.8,추움,35.3,0.0
2024-10-09,인천,12.5,추움,89.6,0.0
2024-10-10,경기,10.6,흐림,89.5,0.0
2024-10-10,광주,15.8,맑음,89.0,0.0
2024-10-10,대구,12.4,추움,62.0,0.0
2024-10-10,대전,10.6,추움,89.8,0.0
2024-10-10,부산,19.7,맑음,36.0,0.0
2024-10-10,서울,16.0,흐림,31.8,0.0
2024-10-10,인천,13.6,추움,65.0,0.0
2024-10-11,경기,11.8,맑음,65.6,0.0
2024-10-11,광주,15.4,흐림,40.5,0.0
2024-10-11,대구,15.6,추움,63.8,0.0
2024-10-11,대전,18.4,맑음,78.6,0.0
2024-10-11,부산,17.0,맑음,51.1,0.0
2024-10-11,서울,13.5,흐림,80.4,0.0
2024-10-11,인천,17.0,추움,84.8,0.0
2024-10-12,경기,10.2,맑음,58.7,0.0
2024-10-12,광주,18.6,추움,87.6,0.0
2024-10-12,대구,10.6,흐림,38.9,0.0
2024-10-12,대전,19.2,추움,76.5,0.0
2024-10-12,부산,13.4,맑음,40.6,0.0
2024-10-12,서울,10.9,맑음,44.0,0.0
2024-10-12,인천,19.2,흐림,42.1,0.0
2024-10-13,경기,11.0,추움,48.1,0.0
2024-10-13,광주,12.2,흐림,65.3,0.0
2024-10-13,대구,13.2,추움,72.4,0.0
2024-10-13,대전,16.9,추움,85.7,0.0
2024-10-13,부산,17.9,흐림,87.6,0.0
2024-10-13,서울,17.0,흐림,69.7,0.0
2024-10-13,인천,19.8,맑음,73.9,0.0
2024-10-14,경기,11.3,흐림,73.7,0.0
2024-10-14,광주,13.5,맑음,49.2,0.0
2024-10-14,대구,12.2,추움,63.9,0.0
2024-10-14,대전,11.4,흐림,74.7,0.0
2024-10-14,부산,10.3,추움,66.1,0.0
2024-10-14,서울,13.8,맑음,74.0,0.0
2024-10-14,인천,19.5,추움,53.5,0.0
2024-10-15,경기,16.7,추움,73.8,0.0
2024-10-15,광주,14.9,흐림,52.7,0.0
2024-10-15,대구,17.2,맑음,32.9,0.0
2024-10-15,대전,17.3,흐림,88.1,0.0
2024-10-15,부산,16.9,맑음,51.0,0.0
2024-10-15,서울,18.9,추움,35.3,0.0
2024-10-15,인천,14.5,흐림,45.9,0.0
2024-10-16,경기,16.5,추움,71.2,0.0
2024-10-16,광주,13.4,맑음,89.1,0.0
2024-10-16,대구,10.7,맑음,40.2,0.0
2024-10-16,대전,11.6,흐림,34.5,0.0
2024-10-16,부산,12.9,맑음,49.1,0.0
2024-10-16,서울,13.8,추움,79.7,0.0
2024-10-16,인천,14.5,맑음,78.0,0.0
2024-10-17,경기,11.6,추움,83.4,0.0
2024-10-17,광주,15.5,추움,59.5,0.0
2024-10-17,대구,15.4,추움,69.6,0.0
2024-10-17,대전,12.4,흐림,33.0,0.0
2024-10-17,부산,14.1,맑음,63.2,0.0
2024-10-17,서울,17.0,흐림,55.9,0.0
2024-10-17,인천,10.5,맑음,49.9,0.0
2024-10-18,경기,18.2,흐림,67.5,0.0
2024-10-18,광주,10.9,흐림,62.6,0.0
2024-10-18,대구,18.4,흐림,48.5,0.0
2024-10-18,대전,14.7,흐림,83.7,0.0
2024-10-18,부산,16.4,맑음,88.6,0.0
2024-10-18,서울,13.6,맑음,55.7,0.0
2024-10-18,인천,12.0,흐림,31.5,0.0
2024-10-19,경기,14.5,맑음,45.8,0.0
2024-10-19,광주,15.5,맑음,80.4,0.0
2024-10-19,대구,11.0,추움,70.1,0.0
2024-10-19,대전,14.1,추움,75.4,0.0
2024-10-19,부산,10.6,추움,75.1,0.0
2024-10-19,서울,13.7,맑음,52.9,0.0
2024-10-19,인천,12.6,흐림,80.2,0.0
2024-10-20,경기,15.7,흐림,44.1,0.0
2024-10-20,광주,11.7,흐림,89.1,0.0
2024-10-20,대구,18.0,추움,70.7,0.0
2024-10-20,대전,11.5,추움,87.0,0.0
2024-10-20,부산,10.3,추움,64.3,0.0
2024-10-20,서울,14.2,추움,62.1,0.0
2024-10-20,인천,10.8,흐림,84.2,0.0
2024-10-21,경기,10.8,흐림,71.0,0.0
2024-10-21,광주,19.2,흐림,30.7,0.0
2024-10-21,대구,10.9,맑음,63.4,0.0
2024-10-21,대전,13.3,추움,46.6,0.0
2024-10-21,부산,12.6,추움,84.6,0.0
2024-10-21,서울,18.1,맑음,37.6,0.0
2024-10-21,인천,20.0,맑음,67.6,0.0
2024-10-22,경기,11.1,흐림,39.0,0.0
2024-10-22,광주,14.9,추움,66.5,0.0
2024-10-22,대구,17.9,맑음,82.0,0.0
2024-10-22,대전,18.8,흐림,45.8,0.0
2024-10-22,부산,19.2,맑음,63.8,0.0
2024-10-22,서울,16.2,추움,61.4,0.0
2024-10-22,인천,15.9,추움,75.5,0.0
2024-10-23,경기,16.1,추움,71.6,0.0
2024-10-23,광주,16.8,추움,88.3,0.0
2024-10-23,대구,19.0,흐림,31.2,0.0
2024-10-23,대전,13.1,흐림,80.6,0.0
2024-10-23,부산,12.4,추움,74.7,0.0
2024-10-23,서울,11.7,맑음,54.2,0.0
2024-10-23,인천,14.0,맑음,82.7,0.0
2024-10-24,경기,17.7,흐림,49.3,0.0
2024-10-24,광주,10.7,맑음,72.6,0.0
2024-10-24,대구,17.4,흐림,75.6,0.0
2024-10-24,대전,18.2,흐림,60.9,0.0
2024-10-24,부산,14.4,맑음,84.8,0.0
2024-10-24,서울,11.3,맑음,88.5,0.0
2024-10-24,인천,14.2,추움,68.7,0.0
2024-10-25,경기,10.3,추움,41.6,0.0
2024-10-25,광주,10.3,추움,52.3,0.0
2024-10-25,대구,12.7,맑음,79.4,0.0
2024-10-25,대전,14.0,추움,85.4,0.0
2024-10-25,부산,10.5,흐림,51.6,0.0
2024-10-25,서울,11.4,흐림,81.1,0.0
2024-10-25,인천,18.4,맑음,45.0,0.0
2024-10-26,경기,15.9,흐림,51.0,0.0
2024-10-26,광주,12.1,추움,69.1,0.0
2024-10-26,대구,11.6,맑음,64.3,0.0
2024-10-26,대전,18.6,맑음,68.8,0.0
2024-10-26,부산,10.9,추움,31.6,0.0
2024-10-26,서울,14.5,추움,87.6,0.0
2024-10-26,인천,18.4,맑음,45.5,0.0
2024-10-27,경기,10.1,추움,84.7,0.0
2024-10-27,광주,14.6,흐림,43.1,0.0
2024-10-27,대구,17.1,흐림,72.6,0.0
2024-10-27,대전,14.2,흐림,52.6,0.0
2024-10-27,부산,12.5,맑음,78.3,0.0
2024-10-27,서울,10.2,추움,76.8,0.0
2024-10-27,인천,11.7,추움,78.1,0.0
2024-10-28,경기,15.8,흐림,30.4,0.0
2024-10-28,광주,12.6,흐림,72.7,0.0
2024-10-28,대구,16.8,흐림,58.9,0.0
2024-10-28,대전,19.9,흐림,68.4,0.0
2024-10-28,부산,16.5,추움,66.5,0.0
2024-10-28,서울,16.8,흐림,79.5,0.0
2024-10-28,인천,19.7,추움,80.4,0.0
2024-10-29,경기,19.0,맑음,78.3,0.0
2024-10-29,광주,18.2,추움,50.6,0.0
2024-10-29,대구,12.6,흐림,55.1,0.0
2024-10-29,대전,17.4,흐림,65.0,0.0
2024-10-29,부산,17.2,맑음,69.3,0.0
2024-10-29,서울,13.0,추움,39.0,0.0
2024-10-29,인천,14.0,추움,49.2,0.0
2024-10-30,경기,19.1,흐림,70.3,0.0
2024-10-30,광주,19.5,맑음,84.0,0.0
2024-10-30,대구,14.7,맑음,74.5,0.0
2024-10-30,대전,18.1,추움,75.8,0.0
2024-10-30,부산,18.8,추움,40.9,0.0
2024-10-30,서울,12.2,추움,62.1,0.0
2024-10-30,인천,13.0,추움,40.2,0.0
2024-10-31,경기,18.7,추움,55.2,0.0
2024-10-31,광주,18.7,맑음,52.9,0.0
2024-10-31,대구,15.8,추움,86.7,0.0
2024-10-31,대전,14.7,맑음,41.7,0.0
2024-10-31,부산,18.5,흐림,58.2,0.0
2024-10-31,서울,10.9,추움,51.3,0.0
2024-10-31,인천,13.7,흐림,65.1,0.0
2024-11-01,경기,4.4,맑음,42.0,0.0
2024-11-01,광주,3.0,맑음,46.4,0.0
2024-11-01,대구,10.8,맑음,59.3,0.0
2024-11-01,대전,12.9,흐림,48.8,0.0
2024-11-01,부산,4.4,추움,81.7,0.0
2024-11-01,서울,7.1,추움,82.3,0.0
2024-11-01,인천,12.9,추움,83.6,0.0
2024-11-02,경기,4.3,맑음,56.0,0.0
2024-11-02,광주,9.8,맑음,67.6,0.0
2024-11-02,대구,6.7,흐림,30.8,0.0
2024-11-02,대전,10.6,추움,61.9,0.0
2024-11-02,부산,3.0,추움,62.0,0.0
2024-11-02,서울,8.8,맑음,39.5,0.0
2024-11-02,인천,7.0,추움,87.9,0.0
2024-11-03,경기,4.3,추움,53.0,0.0
2024-11-03,광주,13.0,추움,59.4,0.0
2024-11-03,대구,8.2,흐림,61.4,0.0
2024-11-03,대전,11.9,추움,89.7,0.0
2024-11-03,부산,6.0,맑음,47.4,0.0
2024-11-03,서울,5.3,맑음,82.6,0.0
2024-11-03,인천,6.1,흐림,33.9,0.0
2024-11-04,경기,3.2,추움,43.5,0.0
2024-11-04,광주,8.9,맑음,32.9,0.0
2024-11-04,대구,10.9,흐림,52.5,0.0
2024-11-04,대전,5.6,흐림,62.1,0.0
2024-11-04,부산,4.7,흐림,52.0,0.0
2024-11-04,서울,4.6,맑음,84.4,0.0
2024-11-04,인천,5.1,맑음,31.3,0.0
2024-11-05,경기,4.2,흐림,56.7,0.0
2024-11-05,광주,4.4,흐림,79.8,0.0
2024-11-05,대구,6.0,맑음,69.7,0.0
2024-11-05,대전,8.2,흐림,67.4,0.0
2024-11-05,부산,5.1,맑음,71.1,0.0
2024-11-05,서울,9.5,맑음,31.2,0.0
2024-11-05,인천,8.5,맑음,58.5,0.0
2024-11-06,경기,4.1,추움,36.4,0.0
2024-11-06,광주,6.3,추움,30.2,0.0
2024-11-06,대구,6.0,추움,32.4,0.0
2024-11-06,대전,12.1,추움,71.3,0.0
2024-11-06,부산,12.7,흐림,51.5,0.0
2024-11-06,서울,8.1,맑음,67.1,0.0
2024-11-06,인천,9.1,맑음,76.7,0.0
2024-11-07,경기,9.7,흐림,38.9,0.0
2024-11-07,광주,11.7,맑음,81.1,0.0
2024-11-07,대구,7.6,맑음,88.6,0.0
2024-11-07,대전,7.6,추움,36.0,0.0
2024-11-07,부산,4.0,흐림,45.4,0.0
2024-11-07,서울,3.9,흐림,36.6,0.0
2024-11-07,인천,10.8,맑음,34.5,0.0
2024-11-08,경기,4.2,흐림,81.1,0.0
2024-11-08,광주,4.1,맑음,54.0,0.0
2024-11-08,대구,12.6,추움,46.1,0.0
2024-11-08,대전,3.9,흐림,78.9,0.0
2024-11-08,부산,4.7,흐림,51.5,0.0
2024-11-08,서울,11.0,추움,48.8,0.0
2024-11-08,인천,3.1,맑음,38.3,0.0
2024-11-09,경기,11.0,추움,68.9,0.0
2024-11-09,광주,10.8,추움,66.7,0.0
2024-11-09,대구,7.2,맑음,65.4,0.0
2024-11-09,대전,9.8,흐림,40.9,0.0
2024-11-09,부산,12.8,맑음,80.7,0.0
2024-11-09,서울,5.7,추움,53.1,0.0
2024-11-09,인천,4.1,맑음,71.8,0.0
2024-11-10,경기,7.8,맑음,59.3,0.0
2024-11-10,광주,11.7,흐림,61.1,0.0
2024-11-10,대구,8.2,흐림,74.6,0.0
2024-11-10,대전,8.7,흐림,88.7,0.0
2024-11-10,부산,6.1,흐림,72.3,0.0
2024-11-10,서울,11.8,흐림,73.6,0.0
2024-11-10,인천,7.4,추움,33.8,0.0
2024-11-11,경기,10.3,흐림,58.9,0.0
2024-11-11,광주,10.5,맑음,49.2,0.0
2024-11-11,대구,9.4,맑음,39.4,0.0
2024-11-11,대전,11.5,추움,82.2,0.0
2024-11-11,부산,11.9,흐림,66.8,0.0
2024-11-11,서울,10.0,흐림,35.7,0.0
2024-11-11,인천,9.8,흐림,53.1,0.0
2024-11-12,경기,8.5,맑음,52.7,0.0
2024-11-12,광주,3.4,추움,62.9,0.0
2024-11-12,대구,6.2,추움,88.8,0.0
2024-11-12,대전,9.5,흐림,36.2,0.0
2024-11-12,부산,7.5,흐림,81.4,0.0
2024-11-12,서울,12.7,추움,33.0,0.0
2024-11-12,인천,3.8,맑음,56.7,0.0
2024-11-13,경기,6.0,흐림,60.5,0.0
2024-11-13,광주,10.2,추움,36.8,0.0
2024-11-13,대구,11.4,맑음,49.9,0.0
2024-11-13,대전,9.0,흐림,73.0,0.0
2024-11-13,부산,6.6,추움,33.3,0.0
2024-11-13,서울,10.9,맑음,87.8,0.0
2024-11-13,인천,9.5,맑음,57.4,0.0
2024-11-14,경기,12.6,흐림,47.5,0.0
2024-11-14,광주,5.2,추움,79.5,0.0
2024-11-14,대구,10.2,흐림,36.4,0.0
2024-11-14,대전,5.0,흐림,37.2,0.0
2024-11-14,부산,7.9,맑음,79.3,0.0
2024-11-14,서울,5.2,흐림,50.5,0.0
2024-11-14,인천,6.7,흐림,36.4,0.0
2024-11-15,경기,3.5,추움,68.0,0.0
2024-11-15,광주,11.4,추움,59.0,0.0
2024-11-15,대구,4.3,흐림,59.9,0.0
2024-11-15,대전,10.4,흐림,63.2,0.0
2024-11-15,부산,7.6,추움,65.4,0.0
2024-11-15,서울,10.2,맑음,36.5,0.0
2024-11-15,인천,8.9,흐림,76.3,0.0
2024-11-16,경기,8.8,흐림,73.8,0.0
2024-11-16,광주,12.7,추움,57.2,0.0
2024-11-16,대구,7.2,추움,66.5,0.0
2024-11-16,대전,10.6,흐림,46.4,0.0
2024-11-16,부산,11.8,흐림,60.2,0.0
2024-11-16,서울,10.8,흐림,84.6,0.0
2024-11-16,인천,4.0,맑음,69.5,0.0
2024-11-17,경기,8.1,흐림,80.6,0.0
2024-11-17,광주,8.0,맑음,71.7,0.0
2024-11-17,대구,10.1,흐림,71.2,0.0
2024-11-17,대전,4.3,흐림,72.6,0.0
2024-11-17,부산,9.3,흐림,42.1,0.0
2024-11-17,서울,4.4,맑음,66.2,0.0
2024-11-17,인천,11.6,흐림,72.7,0.0
2024-11-18,경기,7.8,흐림,64.2,0.0
2024-11-18,광주,10.5,추움,39.7,0.0
2024-11-18,대구,8.2,맑음,31.5,0.0
2024-11-18,대전,3.5,맑음,33.4,0.0
2024-11-18,부산,5.9,흐림,80.8,0.0
2024-11-18,서울,10.1,추움,75.6,0.0
2024-11-18,인천,10.1,흐림,70.5,0.0
2024-11-19,경기,9.9,맑음,47.7,0.0
2024-11-19,광주,5.9,흐림,69.9,0.0
2024-11-19,대구,11.6,흐림,74.5,0.0
2024-11-19,대전,6.9,흐림,60.7,0.0
2024-11-19,부산,9.2,맑음,70.5,0.0
2024-11-19,서울,9.8,추움,38.8,0.0
2024-11-19,인천,3.3,흐림,78.8,0.0
2024-11-20,경기,6.1,흐림,63.1,0.0
2024-11-20,광주,12.6,흐림,47.7,0.0
2024-11-20,대구,10.1,흐림,52.1,0.0
2024-11-20,대전,8.5,흐림,66.2,0.0
2024-11-20,부산,11.3,추움,84.7,0.0
2024-11-20,서울,6.9,추움,87.4,0.0
2024-11-20,인천,10.4,맑음,42.2,0.0
2024-11-21,경기,10.4,맑음,37.2,0.0
2024-11-21,광주,3.5,흐림,85.9,0.0
2024-11-21,대구,6.3,맑음,72.6,0.0
2024-11-21,대전,3.4,맑음,85.7,0.0
2024-11-21,부산,4.6,맑음,80.8,0.0
2024-11-21,서울,12.8,맑음,34.5,0.0
2024-11-21,인천,7.3,맑음,63.4,0.0
2024-11-22,경기,8.5,흐림,34.4,0.0
2024-11-22,광주,6.3,흐림,51.6,0.0
2024-11-22,대구,7.2,맑음,62.2,0.0
2024-11-22,대전,6.5,맑음,83.0,0.0
2024-11-22,부산,8.2,맑음,77.2,0.0
2024-11-22,서울,11.4,흐림,48.1,0.0
2024-11-22,인천,6.2,흐림,43.2,0.0
2024-11-23,경기,13.0,추움,79.4,0.0
2024-11-23,광주,6.9,맑음,62.4,0.0
2024-11-23,대구,5.4,흐림,32.4,0.0
2024-11-23,대전,6.8,추움,77.8,0.0
2024-11-23,부산,5.4,추움,68.5,0.0
2024-11-23,서울,12.5,맑음,67.1,0.0
2024-11-23,인천,3.1,흐림,70.1,0.0
2024-11-24,경기,8.1,추움,60.5,0.0
2024-11-24,광주,9.7,맑음,76.4,0.0
2024-11-24,대구,4.7,맑음,87.4,0.0
2024-11-24,대전,8.3,흐림,67.6,0.0
2024-11-24,부산,6.2,맑음,34.9,0.0
2024-11-24,서울,3.2,추움,61.0,0.0
2024-11-24,인천,3.4,추움,83.9,0.0
2024-11-25,경기,11.3,흐림,82.7,0.0
2024-11-25,광주,3.7,흐림,79.3,0.0
2024-11-25,대구,10.2,추움,32.3,0.0
2024-11-25,대전,3.5,맑음,77.7,0.0
2024-11-25,부산,10.5,맑음,39.2,0.0
2024-11-25,서울,7.2,흐림,36.2,0.0
2024-11-25,인천,10.8,흐림,68.8,0.0
2024-11-26,경기,7.3,추움,31.0,0.0
2024-11-26,광주,6.0,흐림,35.2,0.0
2024-11-26,대구,3.5,흐림,80.9,0.0
2024-11-26,대전,12.3,추움,36.4,0.0
2024-11-26,부산,9.2,흐림,75.4,0.0
2024-11-26,서울,7.1,추움,57.1,0.0
2024-11-26,인천,4.2,흐림,30.4,0.0
2024-11-27,경기,7.7,맑음,62.0,0.0
2024-11-27,광주,8.5,맑음,63.3,0.0
2024-11-27,대구,9.8,추움,84.9,0.0
2024-11-27,대전,9.5,흐림,87.4,0.0
2024-11-27,부산,5.9,흐림,68.0,0.0
2024-11-27,서울,6.8,추움,79.3,0.0
2024-11-27,인천,10.5,맑음,77.8,0.0
2024-11-28,경기,8.4,추움,86.8,0.0
2024-11-28,광주,4.1,맑음,70.3,0.0
2024-11-28,대구,11.5,흐림,38.5,0.0
2024-11-28,대전,5.2,맑음,80.1,0.0
2024-11-28,부산,6.4,흐림,54.8,0.0
2024-11-28,서울,3.4,맑음,64.4,0.0
2024-11-28,인천,5.1,추움,74.5,0.0
2024-11-29,경기,7.6,흐림,63.0,0.0
2024-11-29,광주,6.2,맑음,57.0,0.0
2024-11-29,대구,6.6,추움,70.3,0.0
2024-11-29,대전,4.0,맑음,67.2,0.0
2024-11-29,부산,10.3,맑음,59.2,0.0
2024-11-29,서울,11.5,흐림,81.1,0.0
2024-11-29,인천,9.7,추움,45.0,0.0
2024-11-30,경기,8.7,맑음,51.9,0.0
2024-11-30,광주,7.6,추움,51.5,0.0
2024-11-30,대구,9.4,흐림,46.6,0.0
2024-11-30,대전,4.3,추움,74.0,0.0
2024-11-30,부산,5.5,추움,43.3,0.0
2024-11-30,서울,9.6,흐림,71.6,0.0
2024-11-30,인천,12.6,추움,40.1,0.0
2024-12-01,경기,5.4,맑음,81.5,0.0
2024-12-01,광주,3.5,흐림,38.9,0.0
2024-12-01,대구,5.1,맑음,64.7,0.0
2024-12-01,대전,6.1,추움,63.1,0.0
2024-12-01,부산,4.3,맑음,83.5,0.0
2024-12-01,서울,1.9,눈,36.5,19.4
2024-12-01,인천,5.9,추움,41.8,0.0
2024-12-02,경기,-1.7,눈,60.1,2.7
2024-12-02,광주,-2.6,눈,75.7,7.0
2024-12-02,대구,-1.2,추움,86.9,0.0
2024-12-02,대전,4.4,추움,59.0,0.0
2024-12-02,부산,4.6,추움,38.4,0.0
2024-12-02,서울,-0.8,흐림,76.3,0.0
2024-12-02,인천,2.0,눈,69.8,25.4
2024-12-03,경기,0.9,눈,85.1,26.4
2024-12-03,광주,2.2,추움,51.2,0.0
2024-12-03,대구,0.8,추움,52.7,0.0
2024-12-03,대전,2.2,맑음,52.6,0.0
2024-12-03,부산,5.3,눈,45.8,16.3
2024-12-03,서울,0.7,눈,32.6,6.2
2024-12-03,인천,6.8,맑음,49.4,0.0
2024-12-04,경기,1.4,추움,43.8,0.0
2024-12-04,광주,-2.8,흐림,32.6,0.0
2024-12-04,대구,4.2,눈,58.9,14.4
2024-12-04,대전,2.9,추움,68.8,0.0
2024-12-04,부산,3.6,맑음,54.9,0.0
2024-12-04,서울,1.9,눈,58.9,18.1
